h  k  l  I  sigma(I)  peak  background  fs/px  ss/px  panel
-1 5 -30 1021.13 180.32 549.0 112.69 490.8 114.5 q1a0 
0 -30 41 235.99 123.91 124.0 63.61 1043.5 1225.9 q2a13 
0 -16 28 -292.24 611.37 546.0 207.47 1146.1 1466.4 q2a15 
0 -2 5 8242.71 1054.79 5023.0 288.99 1191.0 354.8 q3a2 
0 2 -6 776.25 489.61 842.0 115.04 421.1 345.2 q1a2 
0 4 -13 2982.53 203.45 2228.0 42.56 424.6 264.3 q1a2 
1 -29 43 228.93 106.49 148.0 64.67 1084.2 1209.2 q2a13 
1 -25 40 -178.32 282.82 235.0 83.92 1116.8 1283.7 q2a13 
1 -11 25 2018.23 290.74 891.0 113.08 1191.4 124.5 q3a0 
1 -9 22 -40.46 117.88 155.0 99.72 1200.8 169.1 q3a0 
1 9 -54 309.56 111.29 146.0 77.56 616.4 638.9 q1a7 
1 9 -53 -94.25 120.41 154.0 86.74 628.7 642.5 q1a7 
1 9 -33 2673.4 326.74 795.0 146.4 418.2 56.4 q1a0 
2 -28 45 444.82 147.06 142.0 58.58 1125.0 1192.4 q2a13 
2 -24 42 -560.09 480.28 387.0 100.43 1156.9 1267.5 q2a13 
2 -14 32 7720.91 388.69 1672.0 157.29 1207.3 27.3 q3a0 
2 -10 27 407.74 176.09 233.0 114.03 1229.2 109.8 q3a0 
2 -8 24 -81.73 115.41 151.0 106.12 1238.4 154.6 q3a0 
2 10 -61 75.71 115.02 130.0 66.37 518.7 647.0 q1a6 
3 -29 48 -94.15 135.66 136.0 61.35 1148.2 1140.9 q2a13 
3 -21 42 -358.46 198.42 245.0 93.66 1436.4 709.1 q3a7 
3 -19 40 1.69 306.86 353.0 111.31 1476.6 696.1 q3a7 
3 5 2 127.01 125.51 180.0 57.63 41.4 303.3 q0a2 
3 7 -4 19.78 108.46 169.0 59.51 112.3 303.5 q0a2 
3 11 -65 -218.27 99.03 104.0 62.6 452.8 666.7 q1a6 
3 11 -22 -88.37 265.63 277.0 88.7 314.3 321.1 q0a3 
4 -2 21 546.67 174.14 204.0 66.8 1328.9 194.9 q3a2 
4 4 9 181.9 238.07 231.0 47.86 1345.2 352.5 q3a2 
4 8 -2 1739.25 163.36 1116.0 54.75 99.1 266.1 q0a2 
4 10 -9 2273.66 227.03 1175.0 56.35 180.4 269.0 q0a2 
4 12 -18 -0.4 96.56 111.0 72.48 280.2 277.4 q0a3 
4 14 -52 -345.49 214.71 161.0 75.17 380.9 1232.2 q0a13 
4 14 -51 -195.22 209.07 207.0 76.07 377.6 1244.6 q0a13 
4 14 -50 -427.49 253.18 277.0 81.48 374.4 1257.0 q0a13 
4 14 -36 1072.9 321.71 622.0 147.19 331.5 1395.2 q0a15 
4 14 -35 -1171.0 595.29 428.0 188.29 328.5 1406.5 q0a15 
5 -19 45 -175.34 132.93 145.0 89.54 1413.1 631.8 q3a7 
5 -17 43 -193.88 159.7 191.0 91.88 1453.8 619.5 q3a7 
5 -15 41 -46.94 288.9 304.0 109.24 1493.8 607.3 q3a7 
5 -13 39 -409.61 402.41 348.0 128.01 1533.1 595.4 q3a7 
5 11 -7 623.61 158.58 212.0 58.09 167.2 231.3 q0a2 
5 13 -16 548.88 154.55 465.0 74.1 267.2 239.4 q0a3 
5 15 -57 -122.97 156.51 173.0 65.82 362.2 1156.8 q0a13 
5 15 -30 1658.29 378.34 700.0 152.01 280.9 1453.2 q0a15 
5 15 -29 50.2 439.27 477.0 169.71 278.1 1464.3 q0a15 
6 -28 54 80.3 116.97 116.0 62.3 1208.4 665.1 q3a6 
6 -4 30 7942.09 390.68 2003.0 151.61 1382.3 113.9 q3a1 
6 -2 27 1313.78 212.19 733.0 129.37 1390.6 159.1 q3a1 
6 2 20 -108.51 120.76 128.0 71.83 1404.4 229.1 q3a3 
6 4 16 -6.84 112.65 123.0 70.16 1409.6 282.1 q3a3 
6 10 1 1279.16 156.95 843.0 54.73 82.2 193.4 q0a2 
6 14 -14 335.76 139.99 190.0 70.21 254.0 201.2 q0a3 
7 -25 54 131.64 101.8 103.0 57.76 1236.2 609.0 q3a6 
7 -21 51 243.11 130.58 150.0 64.49 1316.0 580.5 q3a6 
7 -5 34 -8.88 225.61 268.0 144.88 1410.2 62.1 q3a1 
7 -3 31 -103.42 340.18 353.0 157.89 1418.4 108.1 q3a1 
7 -1 28 468.91 223.47 266.0 137.25 1426.5 153.5 q3a1 
7 3 21 -62.15 142.14 136.0 76.55 1440.1 224.4 q3a3 
8 -24 55 -61.74 121.65 113.0 62.14 1227.4 569.2 q3a6 
8 -4 35 107.27 202.09 292.0 136.53 1446.9 56.0 q3a1 
8 -2 32 -220.09 380.95 392.0 163.43 1454.9 102.3 q3a1 
8 0 29 649.45 380.48 466.0 171.34 1462.8 147.9 q3a1 
8 4 22 463.95 265.77 489.0 97.37 1476.1 219.5 q3a3 
8 6 18 356.75 197.52 224.0 89.41 1481.1 273.0 q3a3 
8 14 -3 -256.3 222.45 226.0 113.76 146.7 150.3 q0a0 
8 16 -11 171.83 187.15 323.0 138.39 237.3 154.5 q0a1 
8 18 -22 410.85 367.72 493.0 156.62 364.8 165.9 q0a1 
9 -19 53 -424.48 189.26 221.0 72.28 1299.2 529.2 q3a4 
9 -1 33 -515.77 290.29 465.0 150.97 1491.7 96.3 q3a1 
9 7 19 1339.8 404.32 397.0 134.88 1517.4 268.4 q3a3 
9 13 4 250.06 145.11 244.0 111.53 70.4 114.7 q0a0 
9 17 -10 551.46 283.24 285.0 158.62 234.2 118.0 q0a1 
9 19 -21 -688.25 471.38 428.0 159.25 362.4 128.9 q0a1 
10 -22 57 -177.8 117.11 121.0 61.2 1209.1 515.0 q3a4 
10 -18 54 -148.31 162.7 218.0 65.31 1291.0 489.3 q3a4 
10 -8 44 -190.15 202.75 233.0 87.35 1499.5 436.4 q3a5 
10 20 -20 -206.24 307.13 343.0 138.52 359.9 91.6 q0a1 
11 -21 58 15.34 104.47 101.0 59.46 1200.2 473.8 q3a4 
11 -15 53 -82.48 172.37 159.0 64.28 1327.1 438.3 q3a4 
11 -9 47 -99.2 119.31 143.0 71.8 1451.8 407.5 q3a5 
11 3 31 416.05 241.04 460.0 122.47 1299.6 1471.9 q3a14 
11 7 24 -280.87 386.94 442.0 146.49 1397.5 1460.0 q3a15 
11 9 20 -134.93 624.36 537.0 164.73 1452.0 1455.2 q3a15 
11 15 5 -415.94 272.23 306.0 150.2 72.6 43.3 q0a0 
11 21 -20 -370.36 172.37 257.0 122.23 368.5 56.0 q0a1 
12 -18 57 -177.32 107.16 95.0 56.92 1237.7 421.4 q3a4 
12 6 28 -171.28 379.64 359.0 128.92 1349.7 1429.2 q3a14 
12 20 -9 -370.13 172.58 170.0 124.68 246.2 10.3 q0a1 
12 22 -20 -74.3 183.48 217.0 118.41 377.3 19.8 q0a1 
13 -7 48 -562.14 170.98 150.0 61.74 1543.0 853.1 q3a9 
13 1 38 -61.31 127.28 198.0 91.31 1202.6 1411.4 q3a14 
13 3 35 507.59 146.01 195.0 87.21 1250.4 1404.5 q3a14 
13 13 16 489.07 254.68 338.0 117.73 1516.8 1379.3 q3a15 
14 4 35 -98.24 129.09 152.0 87.47 1253.8 1367.5 q3a14 
14 18 5 -252.03 357.04 389.0 99.08 352.3 648.5 q0a7 
14 20 -2 -220.23 176.65 199.0 89.7 353.7 562.3 q0a7 
14 22 -10 436.6 188.03 286.0 77.31 356.8 492.7 q0a5 
15 -11 55 114.2 75.56 92.0 51.2 1491.6 962.9 q3a11 
15 -7 51 -154.47 99.18 133.0 60.27 1472.8 901.7 q3a9 
15 23 -11 -221.55 155.65 175.0 72.64 321.3 473.0 q0a5 
15 25 -23 161.76 169.01 188.0 63.21 373.9 802.9 q0a9 
16 -14 59 4.21 89.87 126.0 50.59 1469.8 1055.4 q3a11 
16 0 44 -36.75 89.48 94.0 54.75 1409.8 763.4 q3a9 
16 18 10 13.34 153.81 209.0 83.61 280.1 701.0 q0a7 
16 20 4 -202.66 151.71 172.0 78.01 279.4 624.3 q0a7 
16 24 -12 -225.45 104.87 126.0 65.93 285.0 452.9 q0a5 
16 26 -25 19.5 141.25 152.0 57.79 339.8 837.9 q0a9 
17 -3 49 -120.49 119.4 110.0 54.89 1384.5 855.1 q3a9 
17 7 35 29.49 89.23 131.0 54.11 1264.2 1280.5 q3a12 
17 13 24 76.7 115.66 125.0 59.19 1425.3 1265.8 q3a13 
17 21 3 -26.58 103.07 125.0 70.05 242.6 606.4 q0a7 
17 27 -28 -41.26 92.06 99.0 54.84 292.2 872.2 q0a9 
18 -2 49 2.4 125.98 98.0 45.4 1346.7 853.3 q3a8 
18 6 38 -107.41 93.9 90.0 53.21 1218.0 1246.9 q3a12 
18 16 19 133.33 125.28 188.0 60.54 1497.9 1224.1 q3a13 
18 22 2 -37.27 90.19 119.0 65.17 205.1 588.2 q0a7 
18 28 -33 -94.45 131.5 125.0 55.23 217.2 904.1 q0a9 
18 28 -32 24.0 91.58 112.0 53.71 230.2 905.9 q0a9 
19 13 27 215.93 115.67 168.0 55.67 1386.8 1192.5 q3a13 
19 17 18 -131.08 117.88 100.0 55.08 1513.9 1185.8 q3a13 
19 19 13 -104.99 192.77 190.0 60.45 171.6 728.1 q0a6 
19 25 -7 -328.39 179.95 160.0 56.95 171.6 494.1 q0a4 
20 -2 51 226.76 84.58 90.0 47.64 1270.2 894.3 q3a8 
20 2 46 58.21 83.27 79.0 48.59 1257.6 795.9 q3a8 
20 8 37 48.41 93.25 109.0 45.79 1234.5 1166.8 q3a12 
20 12 30 197.38 113.57 143.0 49.01 1345.2 1157.2 q3a12 
20 16 22 81.76 72.09 83.0 49.03 1460.9 1149.3 q3a13 
20 20 12 50.57 112.46 172.0 54.7 132.5 710.9 q0a6 
20 22 6 -162.78 119.53 141.0 54.93 131.5 630.8 q0a6 
20 26 -9 156.01 92.44 88.0 47.96 133.6 461.7 q0a4 
20 28 -21 -200.46 103.67 91.0 42.72 355.4 969.3 q0a11 
21 11 33 -175.69 90.28 88.0 50.69 1299.1 1120.9 q3a12 
21 29 -25 -40.45 73.0 74.0 39.23 293.4 1006.5 q0a11 
22 -8 59 119.8 88.24 80.0 40.8 1210.3 1056.6 q3a10 
22 -6 57 -101.2 74.55 79.0 39.8 1203.3 1006.9 q3a10 
22 -4 55 -185.96 91.69 73.0 42.16 1196.4 958.2 q3a10 
22 4 45 315.54 98.83 89.0 43.66 1172.8 781.1 q3a8 
22 24 3 -113.18 102.33 81.0 49.53 51.6 581.8 q0a6 
22 26 -5 19.83 88.81 93.0 48.17 52.5 502.0 q0a4 
22 30 -31 -46.82 106.21 100.0 36.79 201.5 1042.7 q0a11 
23 29 -18 -28.82 113.93 108.0 38.28 370.0 1094.9 q0a11 
-31 7 -9 -99.45 79.41 87.0 47.05 1221.2 1074.3 q3a10 
-31 9 -11 8.2 107.15 112.0 47.2 1180.2 1050.9 q3a10 
-30 4 -7 -73.86 94.56 103.0 51.26 1301.4 1064.5 q3a10 
-30 10 -13 87.25 92.6 99.0 46.75 1181.2 995.3 q3a10 
-29 5 -9 165.69 97.23 100.0 51.31 1300.7 1010.1 q3a10 
-29 9 -13 95.32 98.15 86.0 47.08 1221.9 964.4 q3a10 
-28 6 -11 11.05 96.65 109.0 52.55 1300.0 957.2 q3a10 
-28 8 -13 -93.45 89.89 78.0 49.05 1261.3 934.5 q3a10 
-27 -1 -4 -157.39 85.19 104.0 59.99 1452.4 1000.8 q3a11 
-26 -4 -1 -398.36 198.7 232.0 64.76 1529.1 999.6 q3a11 
-26 0 -6 14.25 99.47 95.0 56.75 1449.7 949.7 q3a11 
-25 -13 12 -44.79 132.03 142.0 70.59 1184.9 525.8 q3a4 
-25 11 -18 36.03 94.72 101.0 59.77 1265.2 816.6 q3a8 
-24 6 -14 129.69 109.91 115.0 64.31 1372.1 835.3 q3a9 
-24 14 -21 75.57 142.41 112.0 54.83 1232.2 751.0 q3a8 
-23 -17 18 116.4 147.17 186.0 80.4 1197.4 623.2 q3a6 
-23 -15 14 -78.62 140.79 137.0 76.62 1232.1 571.9 q3a6 
-23 -9 4 -275.09 185.27 163.0 80.29 1320.5 464.6 q3a4 
-23 -7 1 43.5 143.56 136.0 75.5 1347.7 423.0 q3a4 
-22 -10 5 -123.32 256.18 241.0 81.92 1341.8 500.7 q3a4 
-22 -6 -1 127.48 108.74 138.0 83.72 1392.4 418.4 q3a5 
-22 4 -13 47.94 102.61 110.0 68.06 1445.0 790.2 q3a9 
-22 6 -15 -118.86 112.42 97.0 65.26 1409.7 768.6 q3a9 
-22 14 -22 85.09 109.97 102.0 63.71 1189.4 1199.2 q3a12 
-22 18 -25 170.11 119.44 127.0 59.49 1230.0 1129.5 q3a12 
-21 -19 21 -191.36 132.21 148.0 83.76 1237.0 701.2 q3a6 
-21 -15 13 -23.86 149.68 142.0 86.26 1304.0 599.5 q3a6 
-21 -9 3 -305.23 195.66 238.0 91.03 1386.3 495.2 q3a5 
-21 -7 0 -111.4 135.94 154.0 87.6 1412.7 454.4 q3a5 
-21 19 -26 246.04 108.45 126.0 62.16 1271.4 1134.0 q3a12 
-20 -10 4 -73.19 146.15 222.0 96.19 1406.5 530.2 q3a5 
-20 -8 1 220.18 133.31 191.0 90.42 1432.6 489.8 q3a5 
-20 12 -21 86.31 99.2 146.0 67.69 1230.9 1274.1 q3a12 
-20 20 -27 -76.4 170.16 235.0 66.6 1312.2 1138.5 q3a12 
-19 -19 20 -145.71 203.41 203.0 88.91 1308.5 725.8 q3a6 
-19 -17 16 -199.69 219.37 272.0 95.69 1341.0 675.5 q3a6 
-19 -3 -6 761.0 287.96 355.0 112.0 1524.3 411.5 q3a5 
-19 5 -15 109.43 150.44 214.0 106.17 1189.0 1383.4 q3a14 
-18 -20 22 171.22 189.42 228.0 84.24 1151.7 1177.0 q2a13 
-18 -14 10 -99.57 147.3 170.0 109.17 1416.0 618.4 q3a7 
-18 -4 -5 -278.6 404.56 361.0 136.4 1542.8 446.5 q3a5 
-18 2 -12 174.11 223.01 283.0 123.49 1186.1 1453.4 q3a14 
-18 8 -18 3.38 142.56 155.0 104.62 1249.2 1351.9 q3a14 
-18 18 -26 14.99 158.63 141.0 69.63 1350.7 1214.9 q3a12 
-17 -23 29 -109.77 121.35 123.0 77.97 1049.1 1154.2 q2a13 
-17 -21 24 -149.85 215.36 198.0 87.41 1110.4 1192.6 q2a13 
-17 -11 5 290.75 159.59 199.0 120.25 1486.3 571.0 q3a7 
-17 -7 -1 -390.95 535.06 430.0 143.55 1535.9 520.1 q3a5 
-17 9 -19 37.41 197.4 226.0 116.79 1287.9 1354.7 q3a14 
-17 15 -24 -167.43 287.15 260.0 83.83 1348.9 1284.3 q3a12 
-16 0 -10 -825.92 283.91 294.0 170.32 1519.8 62.1 q3a1 
-16 10 -20 -132.73 210.62 229.0 128.53 1326.0 1357.4 q3a14 
-16 24 -30 -148.41 106.73 147.0 69.21 1464.9 1160.0 q3a13 
-15 -23 29 -135.16 127.62 174.0 81.96 1019.1 1217.8 q2a13 
-15 -21 24 193.87 181.46 228.0 92.92 1079.9 1254.7 q2a13 
-15 -11 5 -1280.85 567.5 451.0 183.65 1543.8 604.2 q3a7 
-15 -7 -1 1880.16 285.58 919.0 168.04 1375.6 11.2 q3a1 
-15 1 -11 -242.84 407.15 408.0 179.04 1518.3 99.9 q3a1 
-15 9 -19 435.36 372.61 335.0 140.24 1342.5 1393.5 q3a14 
-14 -14 10 392.31 438.49 396.0 170.69 1533.2 683.4 q3a7 
-14 -4 -5 578.01 392.28 477.0 196.39 1413.8 72.8 q3a1 
-14 2 -12 -424.98 516.75 472.0 211.78 1516.8 137.2 q3a1 
-14 26 -31 314.79 159.08 138.0 64.41 1539.5 1172.6 q3a13 
-14 30 -33 -36.14 89.67 134.0 65.74 96.8 728.4 q0a6 
-13 -25 35 98.9 160.54 177.0 79.41 920.8 1237.6 q2a12 
-13 -19 20 -491.21 232.01 344.0 160.41 1100.2 1317.4 q2a15 
-13 -3 -6 510.34 388.71 454.0 198.46 1412.9 109.9 q3a1 
-13 3 -13 974.77 568.87 491.0 216.03 1515.3 174.0 q3a1 
-13 7 -17 522.49 350.57 415.0 176.11 1371.6 1463.8 q3a15 
-12 -10 4 656.61 409.78 450.0 198.99 1268.1 56.1 q3a0 
-12 -8 1 399.7 592.42 482.0 212.7 1306.8 79.7 q3a0 
-12 -2 -7 2870.31 351.28 1416.0 169.69 1412.1 146.6 q3a1 
-11 -29 50 56.5 91.31 113.0 64.5 882.5 781.4 q2a8 
-11 -11 6 -299.09 363.35 519.0 183.29 1229.4 69.6 q3a0 
-11 11 -20 1730.33 583.56 588.0 201.07 1462.5 1441.2 q3a15 
-10 -32 68 149.8 84.61 88.0 40.8 784.2 1019.9 q2a10 
-10 -28 47 114.89 130.02 115.0 67.51 937.5 754.3 q2a8 
-10 -12 8 491.25 273.14 448.0 164.26 1191.0 83.0 q3a0 
-10 -6 -1 -282.21 220.12 208.0 134.41 1306.3 152.6 q3a0 
-10 4 -13 634.11 357.32 405.0 118.49 1473.3 231.7 q3a3 
-10 6 -15 -383.52 536.92 427.0 160.72 1504.8 252.3 q3a3 
-10 8 -17 1293.69 661.87 467.0 221.31 1536.6 273.1 q3a3 
-10 26 -30 -98.12 124.71 164.0 94.12 248.2 669.0 q0a7 
-10 28 -31 26.32 118.05 145.0 88.08 218.1 647.6 q0a7 
-9 -31 63 129.26 92.34 79.0 45.14 859.1 956.4 q2a10 
-9 -23 32 -492.0 256.18 325.0 133.57 908.0 1356.4 q2a14 
-9 -19 22 -791.05 398.61 375.0 184.61 1024.5 1422.6 q2a15 
-9 -11 7 -76.42 188.75 216.0 131.89 1191.4 119.5 q3a0 
-9 -1 -7 4779.59 240.02 2129.0 86.21 1372.1 203.3 q3a3 
-9 25 -29 -142.54 141.14 176.0 99.34 285.9 655.3 q0a7 
-8 -10 6 -29.81 132.26 188.0 119.85 1191.9 155.6 q3a0 
-8 4 -12 250.79 129.16 206.0 86.41 1433.1 279.3 q3a3 
-8 6 -14 285.95 199.49 268.0 96.45 1464.2 299.9 q3a3 
-8 8 -16 1490.08 345.5 983.0 128.32 1495.6 320.6 q3a3 
-8 24 -28 -150.39 241.85 300.0 106.99 323.0 641.8 q0a7 
-8 40 -35 -110.16 83.72 99.0 60.96 83.4 487.2 q0a4 
-7 -31 68 3.29 82.87 79.0 44.91 897.0 1052.1 q2a10 
-7 -27 47 -106.62 107.29 124.0 68.62 1033.8 788.2 q2a9 
-7 -25 40 -106.91 145.96 175.0 107.14 787.4 1367.4 q2a14 
-7 -23 34 58.48 175.71 294.0 124.72 861.1 1405.5 q2a14 
-7 25 -28 -217.82 170.41 241.0 108.42 331.1 607.4 q0a7 
-7 33 -32 -373.57 161.27 194.0 84.17 212.2 546.3 q0a5 
-6 -28 53 -90.19 89.22 92.0 65.19 1028.9 877.2 q2a9 
-6 -26 45 45.35 88.6 133.0 68.85 1079.5 773.3 q2a9 
-6 -12 11 1725.26 189.62 1283.0 90.97 1068.8 327.7 q2a3 
-6 14 -20 -6.69 193.19 356.0 152.69 41.6 96.5 q0a0 
-6 18 -23 363.0 349.65 513.0 179.0 82.7 38.0 q0a0 
-6 26 -28 -208.31 197.66 248.0 108.31 339.2 573.0 q0a7 
-6 32 -31 -18.1 122.57 141.0 81.9 251.0 534.0 q0a5 
-6 44 -35 16.22 115.55 98.0 57.98 72.1 386.7 q0a4 
-5 -25 43 -11.18 161.05 173.0 78.72 1124.2 758.7 q2a9 
-5 -5 1 8227.96 307.07 4127.0 63.84 1223.3 252.5 q3a2 
-5 5 -11 13505.76 393.12 6597.0 82.64 1386.1 358.5 q3a3 
-5 15 -20 780.85 210.48 334.0 140.35 74.7 104.0 q0a0 
-5 19 -23 901.01 368.18 532.0 188.39 116.1 45.6 q0a0 
-5 39 -33 -299.38 161.63 280.0 71.38 175.1 426.5 q0a4 
-4 -20 30 -166.88 334.96 362.0 179.67 1131.7 107.0 q2a1 
-4 -12 13 -137.67 146.29 153.0 87.67 1023.5 282.8 q2a3 
-4 -2 -2 1051.32 142.93 724.0 67.08 1253.3 307.2 q3a2 
-4 16 -20 -101.25 195.72 439.0 154.25 107.7 111.5 q0a0 
-4 38 -32 129.18 103.1 114.0 72.42 212.2 415.0 q0a5 
-3 -19 29 366.91 460.87 511.0 200.39 1094.5 109.4 q2a1 
-3 -7 6 310.4 191.65 493.0 65.91 946.2 359.5 q2a2 
-3 -5 3 186.64 118.99 162.0 62.56 1178.5 296.7 q3a2 
-3 23 -24 5103.14 356.4 1757.0 181.04 201.2 34.1 q0a1 
-3 35 -30 42.85 104.98 114.0 78.35 281.6 428.1 q0a5 
-3 49 -34 -4.49 71.52 92.0 54.89 293.1 1037.6 q0a11 
-2 -10 12 68.53 195.78 138.0 59.4 958.9 276.3 q2a2 
-2 30 -27 658.2 267.07 374.0 105.2 376.8 464.2 q0a5 
-2 32 -28 -492.94 246.82 203.0 101.94 348.5 440.8 q0a5 
-2 48 -33 -30.99 92.93 133.0 52.39 282.7 994.2 q0a11 
-1 -15 23 -115.55 181.6 226.0 151.77 996.0 163.2 q2a1 
-1 11 -13 -233.74 101.49 104.0 68.14 123.0 224.1 q0a2 
-1 17 -18 484.88 216.35 517.0 124.12 185.4 165.7 q0a0 
-1 55 -33 -150.26 143.98 129.0 52.86 153.4 1077.7 q0a10 
0 -24 51 -134.28 114.0 116.0 76.13 1002.4 419.4 q2a5 
0 -18 32 90.09 361.67 421.0 178.47 1016.7 46.8 q2a1 
0 -16 27 -200.32 456.24 450.0 203.99 988.2 106.8 q2a1 
0 -10 15 -27.09 141.77 131.0 70.86 916.6 223.3 q2a2 
0 6 -7 -33.0 86.82 187.0 69.0 92.6 322.8 q0a2 
0 8 -9 549.25 130.9 478.0 68.75 113.4 292.6 q0a2 
0 10 -11 -211.64 182.91 220.0 74.24 134.4 262.2 q0a2 
0 28 -24 7.58 247.65 430.0 162.82 324.8 35.9 q0a1 
0 30 -25 81.3 180.95 380.0 156.3 347.7 8.3 q0a1 
0 54 -32 137.66 114.66 121.0 49.54 144.1 1032.1 q0a10 
1 -21 43 455.36 217.38 274.0 99.56 1096.2 497.0 q2a5 
1 23 -20 1484.31 519.23 744.0 207.69 291.4 129.5 q0a1 
1 37 -27 214.01 151.74 191.0 78.39 358.4 780.1 q0a9 
1 43 -29 -101.36 107.27 129.0 69.76 279.4 865.1 q0a9 
1 55 -31 95.03 63.56 71.0 46.77 101.7 1018.3 q0a10 
2 4 -2 -89.73 225.93 345.0 67.71 405.6 331.7 q1a2 
2 14 -12 254.93 126.52 144.0 84.67 216.7 253.5 q0a3 
2 40 -27 -130.88 124.47 163.0 73.88 296.0 795.6 q0a9 
2 48 -29 384.9 172.14 177.0 63.06 186.4 909.6 q0a8 
2 56 -30 -55.76 93.07 96.0 49.36 58.9 1004.3 q0a10 
2 58 -30 83.81 84.63 131.0 44.19 23.6 1036.2 q0a10 
3 -23 58 19.09 123.08 138.0 62.57 884.6 489.0 q2a4 
3 -7 15 159.45 127.04 133.0 65.71 819.2 201.1 q2a2 
3 11 -8 1112.3 153.94 678.0 81.3 206.5 322.1 q0a3 
3 33 -23 187.64 175.43 236.0 127.76 39.3 1426.5 q0a14 
3 41 -26 118.01 113.25 116.0 68.39 258.5 781.6 q0a9 
3 49 -28 -327.43 174.87 141.0 71.83 146.3 895.4 q0a8 
4 -2 9 2085.7 232.25 1263.0 53.19 563.1 353.8 q1a2 
4 4 1 -85.71 162.36 213.0 54.91 457.9 289.2 q1a2 
4 16 -11 78.68 120.54 172.0 91.92 281.6 275.6 q0a3 
4 20 -14 631.12 321.32 419.0 129.88 325.4 220.3 q0a3 
4 36 -23 17.09 152.66 191.0 117.71 25.4 1365.6 q0a14 
5 -19 49 133.61 108.0 152.0 85.95 986.8 576.9 q2a7 
5 -11 27 522.74 242.74 323.0 159.03 824.8 70.1 q2a0 
5 -9 23 -307.17 176.46 199.0 126.17 800.9 119.4 q2a0 
5 3 4 62.47 117.6 143.0 57.58 503.0 278.8 q1a2 
5 37 -22 49.68 131.8 153.0 103.92 39.6 1329.0 q0a14 
5 43 -24 242.79 123.13 179.0 65.41 185.3 752.9 q0a8 
5 47 -25 97.86 113.54 128.0 67.74 126.6 808.3 q0a8 
5 53 -26 15.29 108.54 129.0 62.91 30.9 894.4 q0a8 
6 -20 58 20.31 108.18 85.0 56.69 860.1 573.1 q2a6 
6 -14 37 -439.2 550.12 392.0 155.8 1132.7 672.5 q2a7 
6 8 0 11651.1 358.84 7791.0 52.94 450.8 204.1 q1a2 
6 14 -6 1012.09 169.21 742.0 95.71 303.4 359.3 q0a3 
6 20 -11 1846.74 672.6 627.0 208.86 369.6 273.8 q0a3 
6 26 -15 -958.6 498.58 443.0 201.4 211.9 1441.7 q0a15 
7 -17 50 363.27 193.77 214.0 69.42 961.5 646.0 q2a6 
7 -7 24 -634.82 476.03 387.0 147.94 764.4 348.3 q1a3 
7 3 8 2530.65 236.58 1171.0 58.72 564.2 236.6 q1a2 
7 7 3 -259.41 134.42 116.0 61.21 496.2 193.5 q1a2 
7 27 -14 827.2 218.03 496.0 165.2 226.5 1407.0 q0a15 
7 43 -21 -125.09 125.41 134.0 76.29 16.5 1225.3 q0a12 
8 -16 51 -151.91 159.83 147.0 72.32 940.9 679.9 q2a6 
8 -14 44 -84.53 116.93 156.0 94.13 1030.0 711.1 q2a7 
8 -4 21 -677.73 375.8 373.0 127.97 732.6 292.9 q1a3 
8 22 -9 -603.86 679.43 550.0 248.26 323.0 1442.8 q0a15 
8 28 -13 31.84 258.87 375.0 157.96 241.3 1371.9 q0a15 
8 30 -14 -320.09 216.62 288.0 149.29 215.7 1347.1 q0a15 
9 -15 52 147.52 136.57 124.0 65.28 920.1 714.1 q2a6 
9 -3 22 269.21 517.6 414.0 160.55 749.7 260.6 q1a3 
9 9 5 -89.36 175.59 228.0 124.13 527.0 157.0 q1a0 
9 17 -3 504.5 346.9 454.0 166.5 404.4 69.2 q1a0 
10 -2 23 107.1 588.28 426.0 201.59 767.1 228.0 q1a3 
10 6 11 712.58 211.52 484.0 141.89 609.1 167.4 q1a1 
10 16 0 504.48 253.86 388.0 168.95 450.7 57.6 q1a0 
10 26 -8 253.06 217.73 361.0 162.94 328.9 1349.2 q0a15 
10 40 -15 1.98 122.38 140.0 78.22 147.7 1192.6 q0a12 
11 -11 48 101.46 141.66 148.0 66.22 724.0 1201.1 q1a13 
11 -9 42 298.62 196.69 311.0 74.99 697.4 1280.7 q1a13 
11 -3 28 -228.56 305.56 321.0 157.85 625.2 1433.2 q1a15 
11 5 15 272.38 235.96 331.0 168.62 664.8 156.0 q1a1 
11 35 -11 370.45 142.92 281.0 83.95 241.8 1236.8 q0a13 
11 43 -14 -126.43 134.95 174.0 76.83 141.6 1121.8 q0a12 
12 40 -11 143.16 111.86 140.0 77.04 210.5 1140.1 q0a13 
13 -9 52 -376.82 132.07 109.0 58.14 654.9 1133.7 q1a13 
13 27 -2 482.32 174.2 288.0 107.18 660.2 732.3 q1a7 
14 0 33 -23.45 214.57 214.0 117.95 526.3 1356.5 q1a14 
14 10 17 -470.46 225.66 276.0 157.78 694.5 30.9 q1a1 
14 20 6 351.95 262.6 314.0 127.45 721.3 596.3 q1a7 
15 15 14 -31.85 446.54 376.0 129.65 754.9 504.3 q1a5 
15 21 8 -151.29 206.2 211.0 108.09 683.7 570.5 q1a7 
15 27 3 206.99 125.17 220.0 99.63 608.8 658.4 q1a7 
16 6 30 109.35 175.29 175.0 105.28 409.3 1391.7 q1a14 
16 12 21 90.43 241.88 309.0 106.48 764.6 404.3 q1a5 
16 16 16 115.51 179.35 211.0 103.95 717.8 476.9 q1a5 
